inn,year,revenue
7708396313,2021,89000.0
7708396313,2022,140796.0
7708396313,2025,67187.0
7708396313,2024,74182.0
7734421485,2023,290495.0
7734421485,2022,735030.0
7734421485,2021,523933.0
7728437938,2021,337311.0
7728437938,2022,811515.0
5402499124,2021,
5402499124,2022,17.0
5402499124,2023,12.0
7722862012,2025,446594.0
7722862012,2022,691056.0
7722862012,2023,739805.0
7722862012,2021,769580.0
7722862012,2024,338116.0
7743785224,2021,265467.0
7743785224,2022,395829.0
7743785224,2023,203073.0
6670416862,2021,28514.0
6670416862,2024,21763.0
6670416862,2022,89160.0
6670416862,2025,21569.0
6670416862,2023,108825.0
6670416870,2022,485691.0
6670416870,2023,626861.0
6670416870,2025,691924.0
6670416870,2024,577799.0
6670416870,2021,568746.0
7728381467,2021,546059.0
7728381467,2024,630034.0
7728381467,2022,616468.0
7728381467,2025,20817.0
7728381467,2023,864274.0
5191401786,2022,256118.0
5191401786,2025,135950.0
5191401786,2021,122164.0
5191401786,2023,213762.0
5191401786,2024,459643.0
5105010950,2024,403727.0
5105010950,2025,595838.0
5105010950,2023,504108.0
5105010950,2022,385003.0
5105010950,2021,186531.0
5703005481,2021,5312.0
3016061276,2022,33524.0
3016061276,2023,42554.0
3016061276,2025,7577.0
3016061276,2021,36000.0
3016061276,2024,27554.0
7619003786,2024,38881.0
7619003786,2022,34660.0
7619003786,2023,61212.0
7619003786,2025,48954.0
7619003786,2021,32447.0
3329078542,2022,15624.0
3329078542,2024,
3329078542,2021,225991.0
3329078542,2025,
7116505148,2024,33621.0
7116505148,2021,28258.0
7116505148,2022,30503.0
7116505148,2025,74738.0
7116505148,2023,36970.0
7704311693,2023,0.0
7704311693,2022,1664300.0
7704311693,2021,
7817327091,2025,38516.0
7817327091,2023,36938.0
7817327091,2021,40968.0
7817327091,2024,35419.0
7817327091,2022,27381.0
7609021377,2024,515432.0
7609021377,2021,614468.0
7609021377,2023,509321.0
7609021377,2022,852323.0
7727235230,2022,193601.0
7727235230,2024,1313033.0
7727235230,2023,437953.0
7727235230,2021,316116.0
7722707994,2022,229561.0
7722707994,2021,230130.0
5907044087,2022,209947.0
5907044087,2025,350072.0
5907044087,2023,376628.0
5907044087,2024,964892.0
5907044087,2021,110126.0
7727309556,2025,599739.0
7727309556,2022,1147791.0
7727309556,2021,497823.0
7727309556,2024,1072243.0
7727309556,2023,1167267.0
1435172180,2022,113652.0
1435172180,2021,98100.0
5244025873,2023,850470.0
5244025873,2021,457404.0
5244025873,2024,857259.0
5244025873,2022,413805.0
5244025873,2025,1053596.0
4217060700,2024,69314.0
4217060700,2021,132926.0
4217060700,2025,66421.0
4217060700,2023,97844.0
4217060700,2022,140258.0
5507209714,2022,149778.0
5507209714,2023,240147.0
5507209714,2024,514215.0
5507209714,2025,49769.0
5507209714,2021,654357.0
5261070876,2025,0.0
5261070876,2021,361394.0
5261070876,2023,78030.0
5261070876,2022,76312.0
5261070876,2024,47088.0
7729781281,2022,187832.0
7729781281,2021,246857.0
7729781281,2023,49410.0
7810244569,2024,1684189.0
7810244569,2022,1266064.0
7810244569,2021,2390094.0
7810244569,2023,752239.0
7810244569,2025,424534.0
5038048032,2021,1491485.0
1655015480,2025,881.0
1655015480,2024,17690.0
1655015480,2021,2826.0
1655015480,2022,4068.0
1655015480,2023,11907.0
4705075108,2024,116942.0
4705075108,2023,185996.0
4705075108,2021,94890.0
4705075108,2022,101921.0
4705075108,2025,130668.0
5017007765,2022,10720.0
5017007765,2023,8980.0
5017007765,2025,9228.0
5017007765,2021,10752.0
5017007765,2024,7180.0
6314042482,2025,51614.0
6314042482,2024,77289.0
6314042482,2023,88760.0
6314042482,2022,60101.0
6314042482,2021,75010.0
5024171406,2023,
5024171406,2021,33506.0
5024171406,2022,0.0
1657127284,2021,161717.0
1657127284,2022,28171.0
2508014617,2025,46344.0
2508014617,2024,30417.0
2508014617,2023,66386.0
2508014617,2021,104788.0
2508014617,2022,183561.0
7806239238,2021,32596.0
7806239238,2023,10693.0
7806239238,2022,17403.0
7805611710,2024,
7805611710,2022,0.0
7805611710,2021,13808.0
7805611710,2025,
7805611710,2023,
7722655464,2024,36737.0
7722655464,2021,29219.0
7722655464,2022,64708.0
7722655464,2025,284100.0
7722655464,2023,73843.0
7805698045,2023,167462.0
7805698045,2021,126342.0
7805698045,2022,286525.0
7805698045,2025,8870.0
7805698045,2024,62766.0
7806520343,2023,114782.0
7806520343,2021,122784.0
7806520343,2024,115175.0
7806520343,2022,79840.0
7806520343,2025,74284.0
1660338743,2021,53431.0
1660338743,2025,66940.0
1660338743,2022,101632.0
1660338743,2024,138340.0
1660338743,2023,87868.0
1831188593,2021,1529205.0
1831188593,2022,953098.0
1831188593,2023,10571.0
7805794373,2022,740445.0
5047115422,2022,62489.0
5047115422,2021,53725.0
5047115422,2024,263081.0
5047115422,2025,126234.0
5047115422,2023,0.0
1831205880,2025,894822.0
1831205880,2023,1282866.0
1831205880,2022,360539.0
1831205880,2024,1143354.0
4712026983,2025,197608.0
4712026983,2024,390874.0
4712026983,2023,337389.0
4712026983,2021,98732.0
4712026983,2022,204673.0
7805615916,2024,87985.0
7805615916,2023,163449.0
7805615916,2021,173195.0
7805615916,2022,468847.0
7805615916,2025,584109.0
7842000950,2025,3606.0
7842000950,2022,60407.0
7842000950,2023,22247.0
7842000950,2024,10808.0
7842000950,2021,547213.0
7805316137,2023,592006.0
7805316137,2024,1442767.0
7805316137,2022,312009.0
7805316137,2021,277846.0
7810869546,2022,444191.0
7810869546,2023,610180.0
7810869546,2021,210064.0
7810869546,2024,165289.0
7802867224,2025,75146.0
7802867224,2024,139044.0
7802867224,2021,319247.0
7802867224,2022,196960.0
7802867224,2023,50302.0
4707032100,2022,168036.0
4707032100,2025,108095.0
4707032100,2023,173807.0
4707032100,2024,143863.0
4707032100,2021,153780.0
7810328963,2023,
7810328963,2022,0.0
7810328963,2024,
7810328963,2021,185.0
7810328963,2025,
5024197362,2025,0.0
5024197362,2021,79181.0
5024197362,2023,260523.0
5024197362,2022,0.0
5024197362,2024,15111.0
3123384867,2023,578455.0
3123384867,2025,946319.0
3123384867,2024,400186.0
3123384867,2021,377278.0
3123384867,2022,719841.0
8608048339,2023,328671.0
8608048339,2025,518116.0
8608048339,2022,257915.0
8608048339,2021,131459.0
8608048339,2024,310260.0
6454085020,2023,595142.0
6454085020,2024,490840.0
6454085020,2025,294771.0
6454085020,2021,395275.0
6454085020,2022,429068.0
7825501956,2021,115700.0
7825501956,2025,121572.0
7825501956,2023,499588.0
7825501956,2022,48417.0
7825501956,2024,296109.0
6671076827,2022,431519.0
6671076827,2025,921887.0
6671076827,2023,402637.0
6671076827,2024,768864.0
6671076827,2021,198451.0
7017390111,2024,48409.0
7017390111,2023,66290.0
7017390111,2021,127076.0
7017390111,2022,80260.0
8610017257,2023,1413524.0
8610017257,2021,1532691.0
8610017257,2024,1493307.0
8610017257,2022,1255162.0
8610017257,2025,956808.0
7810922905,2025,683302.0
7810922905,2021,317976.0
7810922905,2023,611218.0
7810922905,2022,217574.0
7810922905,2024,487912.0
5112000706,2023,0.0
5112000706,2022,13.0
5112000706,2024,
5112000706,2021,55862.0
5112000706,2025,
5407480832,2025,38065.0
5407480832,2021,233424.0
5407480832,2023,51118.0
5407480832,2024,0.0
5407480832,2022,120127.0
7736331798,2022,54297.0
7736331798,2021,188939.0
7736331798,2024,90003.0
6130704168,2021,192839.0
6130704168,2022,115261.0
6130704168,2023,55890.0
1646013292,2023,464138.0
1646013292,2022,291379.0
1646013292,2024,985368.0
1646013292,2025,310624.0
1646013292,2021,285910.0
226005145,2022,96807.0
226005145,2023,37640.0
226005145,2024,17254.0
226005145,2025,13959.0
226005145,2021,40666.0
274152118,2022,271163.0
274152118,2021,222424.0
274152118,2023,515774.0
274152118,2024,640962.0
274152118,2025,688514.0
6316148325,2021,44728.0
3458001107,2022,1318.0
3458001107,2023,0.0
3458001107,2021,3128.0
7801464198,2021,0.0
7801464198,2023,
7801464198,2022,
278937237,2023,19944.0
278937237,2024,159566.0
278937237,2025,252217.0
278937237,2021,253255.0
278937237,2022,204020.0
3811438898,2025,16667.0
3811438898,2022,168834.0
3811438898,2021,152530.0
3811438898,2023,115572.0
3811438898,2024,20118.0
7204088091,2024,12105.0
7204088091,2025,20029.0
7204088091,2022,5211.0
7204088091,2021,15458.0
7204088091,2023,11347.0
5259022593,2021,62642.0
5259022593,2023,63016.0
5259022593,2022,82644.0
5259022593,2025,25436.0
5259022593,2024,53757.0
269016617,2021,99890.0
269016617,2022,51514.0
7302043807,2022,373.0
7302043807,2021,325840.0
9717098518,2021,73213.0
9717098518,2022,88135.0
3461012290,2024,208865.0
3461012290,2023,25438.0
3461012290,2021,43940.0
3461012290,2025,197721.0
3461012290,2022,26861.0
1650383786,2021,131357.0
1650383786,2024,120866.0
1650383786,2025,92573.0
1650383786,2023,222795.0
1650383786,2022,64773.0
8602004134,2021,842773.0
8602004134,2022,23558.0
8602004134,2024,892519.0
8602004134,2025,206854.0
8602004134,2023,891693.0
2320152729,2023,354415.0
2320152729,2025,224500.0
2320152729,2024,126115.0
2320152729,2021,357620.0
2320152729,2022,269052.0
5262372823,2022,76580.0
5262372823,2021,52418.0
5262372823,2023,37718.0
5250064567,2025,67652.0
5250064567,2023,64952.0
5250064567,2024,79026.0
5250064567,2022,43872.0
5250064567,2021,42214.0
5256171981,2023,736193.0
5256171981,2022,782638.0
5256171981,2024,541322.0
5256171981,2021,1084645.0
5256171981,2025,108859.0
5260156249,2025,0.0
5260156249,2021,41815.0
5260156249,2024,
5260156249,2022,49950.0
5261026323,2024,1792110.0
5261026323,2025,2242122.0
5261026323,2023,1600096.0
5261026323,2021,519242.0
5261026323,2022,1110002.0
5260404396,2025,
5260404396,2024,
5260404396,2023,0.0
5260404396,2022,2580.0
5260404396,2021,24013.0
5257153390,2025,124816.0
5257153390,2022,157971.0
5257153390,2023,118432.0
5257153390,2021,210167.0
5257153390,2024,137378.0
5260422412,2022,52760.0
5260422412,2024,141552.0
5260422412,2021,37124.0
5260422412,2023,20349.0
1646033806,2023,130628.0
1646033806,2021,882687.0
1646033806,2022,886686.0
1660256032,2022,1545093.0
1660256032,2021,1350801.0
1660256032,2023,2686875.0
1660256032,2025,1255685.0
1660256032,2024,1494407.0
5261083762,2022,296748.0
5261083762,2023,145231.0
5261083762,2024,39471.0
5261083762,2021,172423.0
5261083762,2025,53129.0
7202224800,2022,320632.0
7202224800,2024,708172.0
7202224800,2021,229509.0
7202224800,2025,575290.0
7202224800,2023,491321.0
2315127004,2024,1893.0
2315127004,2025,7576.0
2315127004,2023,9416.0
2315127004,2022,7185.0
2315127004,2021,49150.0
4825096237,2023,49470.0
4825096237,2025,116704.0
4825096237,2024,81290.0
4825096237,2022,60050.0
4825096237,2021,110506.0
3128110940,2024,18341.0
3128110940,2022,193120.0
3128110940,2021,167573.0
3128110940,2023,40478.0
7714919177,2022,110643.0
7714919177,2023,0.0
7714919177,2024,
7714919177,2021,82195.0
2130020989,2023,19768.0
2130020989,2025,25040.0
2130020989,2022,15262.0
2130020989,2024,27262.0
2130020989,2021,12726.0
2705094570,2021,205135.0
2705094570,2025,543711.0
2705094570,2023,289190.0
2705094570,2024,379934.0
2705094570,2022,174028.0
9724076480,2022,165080.0
9724076480,2023,546584.0
7727414582,2021,193840.0
7727414582,2022,198000.0
7727414582,2023,779.0
7801429620,2023,132970.0
7801429620,2025,197602.0
7801429620,2024,99548.0
7801429620,2022,141286.0
7801429620,2021,78798.0
5261086202,2024,86607.0
5261086202,2022,146718.0
5261086202,2025,199241.0
5261086202,2023,84550.0
5261086202,2021,239093.0
3849083122,2022,206690.0
3849083122,2024,206664.0
3849083122,2023,154140.0
3849083122,2025,43084.0
3849083122,2021,26478.0
2315113668,2021,637095.0
2315113668,2022,402265.0
2315113668,2023,14691.0
6658195053,2023,72401.0
6658195053,2024,70943.0
6658195053,2022,60356.0
6658195053,2021,53059.0
6658195053,2025,78038.0
5044120960,2021,37880.0
5044120960,2024,130048.0
5044120960,2023,145396.0
5044120960,2025,1539.0
5044120960,2022,331517.0
3461007412,2024,154140.0
3461007412,2022,101353.0
3461007412,2021,52374.0
3461007412,2023,229858.0
3461007412,2025,156968.0
9729321464,2022,1065022.0
7813638762,2023,119615.0
7813638762,2025,1683.0
7813638762,2024,5309.0
7813638762,2022,335999.0
7813638762,2021,144970.0
5904381599,2024,160247.0
5904381599,2021,9022.0
5904381599,2023,155596.0
5904381599,2025,31620.0
5904381599,2022,108215.0
1326250505,2023,30785.0
1326250505,2021,177565.0
1326250505,2024,0.0
1326250505,2022,34261.0
7733343107,2022,0.0
7733343107,2021,134985.0
7733343107,2023,
7839076420,2025,655043.0
7839076420,2022,236327.0
7839076420,2024,583817.0
7839076420,2023,214460.0
7839076420,2021,211209.0
5017098473,2024,
5017098473,2025,
5017098473,2021,
5017098473,2023,
5017098473,2022,
5047154277,2021,400573.0
5047154277,2022,321345.0
5047154277,2023,1000827.0
5047154277,2024,2559147.0
5047154277,2025,2412017.0
3906312607,2023,830.0
3906312607,2021,31708.0
3906312607,2025,1300.0
3906312607,2022,43900.0
3906312607,2024,29718.0
1435206520,2024,99341.0
1435206520,2023,40773.0
1435206520,2025,60950.0
1435206520,2021,33422.0
1435206520,2022,61187.0
9102235760,2025,0.0
9102235760,2024,
9102235760,2023,0.0
9102235760,2022,16333.0
9102235760,2021,18890.0
1657037577,2024,
1657037577,2021,970031.0
7203448143,2022,377119.0
7203448143,2023,272951.0
7203448143,2024,492385.0
7203448143,2025,479731.0
7203448143,2021,15469.0
6901027577,2021,27042.0
6901027577,2025,19822.0
6901027577,2024,31781.0
6901027577,2023,50451.0
6901027577,2022,38685.0
917020294,2024,51165.0
917020294,2023,70890.0
917020294,2025,38614.0
917020294,2021,51819.0
917020294,2022,75147.0
7814401325,2023,762707.0
7814401325,2024,622667.0
7814401325,2022,502729.0
7814401325,2021,394245.0
7814401325,2025,39292.0
2315120129,2022,267263.0
2315120129,2024,1385784.0
2315120129,2023,347126.0
2315120129,2021,336540.0
2315120129,2025,3063356.0
3114005544,2024,131507.0
3114005544,2023,248567.0
3114005544,2025,75082.0
3114005544,2021,134348.0
3114005544,2022,176836.0
9718082670,2022,320444.0
9718082670,2025,340802.0
9718082670,2024,291463.0
9718082670,2021,148844.0
9718082670,2023,226992.0
2315021128,2025,24152.0
2315021128,2023,20637.0
2315021128,2022,51348.0
2315021128,2021,88170.0
2315021128,2024,9708.0
2315024577,2024,201962.0
2315024577,2023,121026.0
2315024577,2021,86384.0
2315024577,2022,139291.0
2315024577,2025,175618.0
4017000856,2021,33869.0
4017000856,2024,45013.0
4017000856,2025,76057.0
4017000856,2023,43155.0
4017000856,2022,46512.0
5402565497,2023,
5402565497,2021,0.0
5402565497,2022,
5406769692,2023,516379.0
5406769692,2021,101757.0
5406769692,2024,729689.0
5406769692,2022,252395.0
5406769692,2025,789496.0
7707351768,2021,152639.0
7707351768,2024,0.0
7707351768,2025,
7707351768,2023,51861.0
7707351768,2022,14930.0
5829101352,2021,30535.0
5829101352,2025,6519.0
5829101352,2024,6596.0
5829101352,2022,58238.0
5829101352,2023,73387.0
7801698076,2024,160829.0
7801698076,2021,81600.0
7801698076,2023,94989.0
7801698076,2025,168381.0
7801698076,2022,88128.0
7206030523,2021,317326.0
7206030523,2025,1442159.0
7206030523,2023,803250.0
7206030523,2022,612520.0
7206030523,2024,663880.0
5405409009,2024,187426.0
5405409009,2025,145625.0
5405409009,2023,270294.0
5405409009,2022,251017.0
5405409009,2021,153704.0
7720405300,2021,361329.0
7720405300,2022,635886.0
7720405300,2023,403768.0
7720405300,2024,374378.0
7720405300,2025,356661.0
6229034385,2023,32306.0
6229034385,2022,13703.0
6229034385,2024,40006.0
6229034385,2021,9479.0
6229034385,2025,37045.0
3233500097,2023,86.0
3233500097,2022,16354.0
3233500097,2021,44622.0
5612019906,2024,228975.0
5612019906,2023,232996.0
5612019906,2021,102963.0
5612019906,2022,333623.0
5612019906,2025,224764.0
5040078531,2025,187012.0
5040078531,2021,267369.0
5040078531,2024,199248.0
5040078531,2022,245199.0
5040078531,2023,180358.0
901042285,2021,4543.0
901042285,2022,2723.0
901042285,2024,7596.0
901042285,2025,4701.0
901042285,2023,2563.0
7017340110,2022,137339.0
7017340110,2021,141397.0
7017340110,2023,47859.0
2443031234,2021,222277.0
2443031234,2022,250168.0
2443031234,2025,119459.0
2443031234,2023,387244.0
2443031234,2024,375256.0
7718791591,2022,40100.0
7718791591,2021,417927.0
4101138309,2021,181578.0
4101138309,2022,28466.0
6330041775,2024,42.0
6330041775,2025,0.0
6330041775,2023,1208.0
6330041775,2021,137370.0
6330041775,2022,45427.0
722004163,2023,67338.0
722004163,2022,163235.0
722004163,2021,
6952041668,2024,809.0
6952041668,2022,44552.0
6952041668,2023,6241.0
6952041668,2021,78844.0
6952041668,2025,387.0
5022088350,2022,26373.0
5022088350,2023,29367.0
5022088350,2025,38819.0
5022088350,2024,26573.0
5022088350,2021,44114.0
5503253511,2024,408480.0
5503253511,2025,613401.0
5503253511,2021,977410.0
5503253511,2023,450761.0
5503253511,2022,536820.0
3328423475,2023,10.0
3328423475,2024,0.0
3328423475,2022,7231.0
3328423475,2025,
3328423475,2021,177421.0
9731005226,2023,18180.0
9731005226,2021,22903.0
9731005226,2025,0.0
9731005226,2022,14656.0
9731005226,2024,962.0
9702009681,2021,162597.0
9702009681,2025,571023.0
9702009681,2023,302409.0
9702009681,2022,207668.0
9702009681,2024,412619.0
7451399013,2021,41152.0
7451399013,2025,2015665.0
7451399013,2023,324532.0
7451399013,2024,551267.0
7451399013,2022,134584.0
6670417055,2021,683091.0
6670417055,2025,1108653.0
6670417055,2023,1330248.0
6670417055,2022,1478649.0
6670417055,2024,1622723.0
5031091487,2022,78453.0
5031091487,2021,121174.0
5031091487,2023,261282.0
5031091487,2024,112917.0
5031091487,2025,560569.0
1633608768,2021,85532.0
1633608768,2024,123838.0
1633608768,2022,82133.0
1633608768,2023,57838.0
1633608768,2025,337453.0
7735145710,2022,431291.0
7735145710,2021,790216.0
4205231084,2023,13768.0
4205231084,2021,16867.0
4205231084,2025,41734.0
4205231084,2022,9543.0
4205231084,2024,58553.0
7725449646,2022,366975.0
7725449646,2025,679951.0
7725449646,2023,603124.0
7725449646,2021,886253.0
7725449646,2024,541742.0
7723604952,2022,311651.0
7723604952,2021,133538.0
7723604952,2023,224958.0
7723604952,2025,344099.0
7723604952,2024,455405.0
7813489045,2022,9233.0
7813489045,2024,2530.0
7813489045,2025,221.0
7813489045,2023,2583.0
7813489045,2021,211778.0
1435231380,2024,208767.0
1435231380,2023,10834.0
1435231380,2021,103931.0
1435231380,2025,196063.0
1435231380,2022,187114.0
7841323250,2023,13931.0
7841323250,2021,10397.0
7841323250,2024,13931.0
7841323250,2022,13931.0
7841323250,2025,13931.0
323365680,2024,34724.0
323365680,2023,118126.0
323365680,2022,184858.0
323365680,2025,0.0
323365680,2021,164619.0
1421009554,2025,250649.0
1421009554,2022,187369.0
1421009554,2021,349175.0
1421009554,2023,268837.0
1421009554,2024,460883.0
1313000353,2021,30076.0
1313000353,2025,68163.0
1313000353,2022,44699.0
1313000353,2024,65938.0
1313000353,2023,50672.0
7842198442,2022,219228.0
7842198442,2023,164020.0
7842198442,2025,91262.0
7842198442,2024,34597.0
1657245993,2022,58882.0
1657245993,2023,65190.0
1657245993,2025,81605.0
1657245993,2024,77082.0
1657245993,2021,86093.0
7715972180,2022,193879.0
7715972180,2025,0.0
7715972180,2024,49542.0
7715972180,2021,65089.0
7715972180,2023,204498.0
5406621110,2024,310481.0
5406621110,2021,310633.0
5406621110,2025,290468.0
5406621110,2023,306765.0
5406621110,2022,444865.0
7733311962,2021,82140.0
7733311962,2024,57195.0
7733311962,2022,47504.0
7733311962,2023,53871.0
7733311962,2025,91651.0
8610018780,2024,394353.0
8610018780,2021,217356.0
8610018780,2022,211247.0
8610018780,2025,517881.0
8610018780,2023,185223.0
3528258476,2024,439982.0
3528258476,2022,279668.0
3528258476,2021,294222.0
3528258476,2025,1140032.0
3528258476,2023,363908.0
8603198901,2024,387992.0
8603198901,2023,245918.0
8603198901,2021,418569.0
8603198901,2022,260598.0
8603198901,2025,647401.0
7802234503,2022,0.0
7802234503,2021,135832.0
7811533718,2024,200927.0
7811533718,2023,125682.0
7811533718,2021,242246.0
7811533718,2022,276760.0
7811533718,2025,369876.0
4025445778,2022,152970.0
4025445778,2021,170176.0
4025445778,2024,252056.0
4025445778,2023,151571.0
1650235530,2025,123210.0
1650235530,2022,71671.0
1650235530,2021,122137.0
1650235530,2024,9167.0
1650235530,2023,37054.0
5906049090,2022,145384.0
5906049090,2024,424597.0
5906049090,2023,276501.0
5906049090,2021,146302.0
5906049090,2025,236209.0
7730176828,2023,66516.0
7730176828,2025,62495.0
7730176828,2021,41381.0
7730176828,2024,52744.0
7730176828,2022,62404.0
7715870527,2023,89763.0
7715870527,2022,379576.0
7715870527,2024,62988.0
7715870527,2021,664618.0
7715870527,2025,338.0
3245514792,2021,376195.0
3245514792,2023,33702.0
3245514792,2025,160611.0
3245514792,2022,140568.0
3245514792,2024,66425.0
7707471776,2022,152567.0
2801210518,2025,58500.0
2801210518,2022,25329.0
2801210518,2023,36097.0
2801210518,2021,36449.0
2801210518,2024,50454.0
231006673,2025,1045401.0
231006673,2022,423149.0
231006673,2023,204499.0
231006673,2024,552502.0
231006673,2021,788798.0
1660063873,2023,26640.0
1660063873,2022,137082.0
1660063873,2021,62662.0
6163102916,2022,149368.0
6163102916,2021,43413.0
6163102916,2024,112925.0
6163102916,2025,220595.0
6163102916,2023,118262.0
4028058343,2025,205252.0
4028058343,2022,191567.0
4028058343,2023,161365.0
4028058343,2021,206447.0
4028058343,2024,233154.0
7719232885,2021,75516.0
7719232885,2024,280803.0
7719232885,2025,168664.0
7719232885,2023,245855.0
7719232885,2022,134270.0
5823351324,2022,204128.0
5823351324,2021,82447.0
5823351324,2025,177782.0
5823351324,2023,146355.0
5823351324,2024,205106.0
573012581,2022,1860.0
573012581,2023,67458.0
573012581,2024,21564.0
573012581,2021,39039.0
2222830221,2021,53155.0
2222830221,2025,55738.0
2222830221,2024,31397.0
2222830221,2023,8849.0
2222830221,2022,20211.0
6311068267,2023,124601.0
6311068267,2025,130150.0
6311068267,2024,125625.0
6311068267,2022,95507.0
6311068267,2021,87863.0
7536112238,2023,
7536112238,2022,0.0
7536112238,2021,15302.0
7536112238,2024,
4401184560,2021,60504.0
4401184560,2022,65159.0
4401184560,2025,56.0
4401184560,2023,61188.0
4401184560,2024,56839.0
9201002332,2023,15551.0
9201002332,2025,243722.0
9201002332,2024,210210.0
9201002332,2022,80552.0
9201002332,2021,261409.0
7701923320,2025,53858.0
7701923320,2021,262577.0
7701923320,2024,124051.0
7701923320,2023,521960.0
7701923320,2022,559800.0
7714696932,2021,1450469.0
7714696932,2024,72232.0
7714696932,2022,466597.0
7714696932,2023,36993.0
2537100395,2025,1064313.0
2537100395,2024,1262963.0
2537100395,2023,443072.0
2537100395,2022,633260.0
2537100395,2021,215072.0
5906169566,2024,385429.0
5906169566,2021,54405.0
5906169566,2023,305805.0
5906169566,2025,282857.0
5906169566,2022,402911.0
9724032998,2022,888330.0
9724032998,2021,178375.0
9724032998,2024,497266.0
9724032998,2023,1088823.0
9724032998,2025,330160.0
9717029923,2023,7960613.0
9717029923,2021,4920372.0
9717029923,2022,1146822.0
9717029923,2024,237372.0
1655318220,2024,1206684.0
1655318220,2025,744783.0
1655318220,2021,194663.0
1655318220,2023,707568.0
1655318220,2022,1242217.0
274176422,2024,1372366.0
274176422,2022,764880.0
274176422,2025,1932935.0
274176422,2023,870853.0
274176422,2021,514870.0
4705023445,2023,236254.0
4705023445,2022,216666.0
4705023445,2024,516014.0
4705023445,2021,145356.0
4705023445,2025,497425.0
6452102320,2024,
6452102320,2022,9666.0
6452102320,2021,60410.0
6452102320,2023,0.0
7725715633,2021,244975.0
7725715633,2022,290819.0
7725715633,2025,484487.0
7725715633,2024,352266.0
7725715633,2023,307336.0
7717747568,2023,867360.0
7717747568,2024,11932.0
7717747568,2021,180557.0
7717747568,2025,152873.0
7717747568,2022,79892.0
7708776996,2021,280461.0
7708776996,2023,299246.0
7708776996,2025,662096.0
7708776996,2022,280685.0
7708776996,2024,409844.0
7731318384,2023,121681.0
7731318384,2021,264608.0
7731318384,2022,218764.0
7731318384,2024,245401.0
7731318384,2025,432103.0
7730178367,2024,
7730178367,2021,192928.0
7730178367,2023,0.0
7730178367,2025,0.0
7730178367,2022,47905.0
7131000670,2022,4200.0
7131000670,2023,4100.0
7131000670,2024,10528.0
7131000670,2025,22561.0
7131000670,2021,4170.0
7719880950,2025,1060791.0
7719880950,2024,339103.0
7719880950,2022,232473.0
7719880950,2021,154651.0
7719880950,2023,396641.0
6319178092,2022,13857.0
6319178092,2021,159365.0
6501140049,2023,35223.0
6501140049,2022,27129.0
6501140049,2025,16829.0
6501140049,2021,43281.0
6501140049,2024,29166.0
3666111622,2025,28951.0
3666111622,2022,210215.0
3666111622,2024,32702.0
3666111622,2021,308773.0
3666111622,2023,25288.0
2725071080,2021,
2725071080,2022,
2725071080,2023,133929.0
2725071080,2024,189122.0
105008744,2025,
105008744,2022,29588.0
105008744,2021,126496.0
105008744,2024,0.0
105008744,2023,47.0
9724042876,2025,757391.0
9724042876,2021,65237.0
9724042876,2023,56427.0
9724042876,2022,83599.0
9724042876,2024,60695.0
3525384602,2023,
3525384602,2021,8907.0
5047184352,2023,418.0
5047184352,2022,407523.0
5047184352,2021,4682110.0
5047180397,2022,215408.0
5047180397,2021,40172.0
5047180397,2025,15373.0
5047180397,2024,1327.0
5047180397,2023,312967.0
7724803809,2021,73387.0
7724803809,2023,
3702055550,2021,258689.0
3702055550,2025,121237.0
3702055550,2024,178717.0
3702055550,2023,245201.0
3702055550,2022,155274.0
7730705990,2023,138179.0
7730705990,2022,324344.0
7730705990,2025,1680.0
7730705990,2021,396505.0
7730705990,2024,46821.0
2628057193,2021,196478.0
2628057193,2025,114567.0
2628057193,2022,72750.0
2628057193,2023,137920.0
2628057193,2024,258641.0
9705115938,2024,1138225.0
9705115938,2023,187614.0
9705115938,2021,1488969.0
9705115938,2022,1867187.0
603282034,2024,265435.0
603282034,2022,202030.0
603282034,2025,323231.0
603282034,2023,226483.0
603282034,2021,47284.0
6683000501,2021,252434.0
6683000501,2023,178142.0
6683000501,2025,382518.0
6683000501,2024,231717.0
6683000501,2022,155767.0
3666263801,2022,121667.0
3666263801,2023,143948.0
9718148017,2024,503450.0
9718148017,2022,330911.0
9718148017,2023,301219.0
9718148017,2021,167492.0
9718148017,2025,345082.0
7728498137,2025,8820.0
7728498137,2023,198633.0
7728498137,2024,74122.0
7728498137,2021,81219.0
7728498137,2022,151864.0
7731395808,2025,770949.0
7731395808,2022,328810.0
7731395808,2024,382288.0
7731395808,2021,231627.0
7731395808,2023,175565.0
7706444321,2025,423837.0
7706444321,2023,50444.0
7706444321,2021,335407.0
7706444321,2022,123749.0
7706444321,2024,49122.0
9718191397,2023,458752.0
9718191397,2022,273880.0
6509000205,2022,167606.0
6509000205,2023,267879.0
6509000205,2024,357861.0
6509000205,2025,185610.0
6509000205,2021,149298.0
5029182923,2024,516534.0
5029182923,2021,498430.0
5029182923,2025,486556.0
5029182923,2023,426961.0
5029182923,2022,356021.0
3906302060,2024,293004.0
3906302060,2021,293566.0
3906302060,2023,175583.0
3906302060,2025,279604.0
3906302060,2022,233038.0
9728067046,2022,302817.0
9728067046,2023,322565.0
9704111747,2023,155650.0
9704111747,2024,397621.0
9704111747,2022,250170.0
3804051498,2025,39511.0
3804051498,2022,15424.0
3804051498,2023,39021.0
