name,subject_type,category,ogrn,inn,activity,region,district,city,settlement,new_subject,date_inclusion,date_exclusion,phone,email,www,has_license,has_contracts,innovative_production,partnership_program,social_enterprise,employees
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИД""",Юридическое лицо,Малое предприятие,1021801663685,1835023553,41.20 Строительство жилых и нежилых зданий,18 - Удмуртская Республика,,г Ижевск,,False,2016-08-01,,,,,True,False,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИДЖЕР СТРОЙ""",Юридическое лицо,Малое предприятие,1217700160567,7713481765,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2021-05-10,,,,,False,False,False,False,False,17
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИЗАЛИТ""",Юридическое лицо,Малое предприятие,1027809236146,7825068250,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,True,False,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИК""",Юридическое лицо,Малое предприятие,1167746764239,7736274564,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2016-09-10,,,,,False,False,False,False,False,57
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИКОР""",Юридическое лицо,Малое предприятие,1227700239513,9701204143,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2022-05-10,,,,,False,False,False,False,False,24
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИНАКО""",Юридическое лицо,Малое предприятие,1127847662293,7811538191,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,False,False,False,False,False,98
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИННОВО""",Юридическое лицо,Малое предприятие,5167746442606,9721031315,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-01-10,,,,,True,False,False,False,False,28
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИО""",Юридическое лицо,Среднее предприятие,1083459003242,3442098118,41.20 Строительство жилых и нежилых зданий,34 - Волгоградская область,,г Волгоград,,False,2016-08-01,,,,,True,False,False,False,False,214
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИТЕЙЛСТРОЙСЕРВИС""",Юридическое лицо,Малое предприятие,1147232004721,7204200191,41.20 Строительство жилых и нежилых зданий,72 - Тюменская область,,г Тюмень,,False,2016-08-01,,,,,True,False,False,False,False,34
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИТМСТРОЙ""",Юридическое лицо,Малое предприятие,1167456061486,7453292354,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2016-08-01,,,,,True,False,False,False,False,12
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИФЕЙ-2""",Юридическое лицо,Малое предприятие,1026601767631,6630005182,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,,г Лесной,,False,2016-08-01,,,,,True,False,False,False,False,24
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИФТ""",Юридическое лицо,Малое предприятие,1215200036149,5257204848,41.20 Строительство жилых и нежилых зданий,52 - Нижегородская область,,г Нижний Новгород,,False,2021-11-10,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИЧ ВЭЙ ИНЖИНИРИНГ""",Юридическое лицо,Малое предприятие,1172375026922,2320247554,41.20 Строительство жилых и нежилых зданий,89 - Ямало-Ненецкий автономный округ,,г Ноябрьск,,False,2017-05-10,,,,,True,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИЭЛТАКТИВ""",Юридическое лицо,Малое предприятие,1162375009081,2311210879,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,,г Краснодар,,False,2016-08-01,,,,,False,False,False,False,False,76
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РК-СТРОЙ""",Юридическое лицо,Малое предприятие,1187746096691,7751138855,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2018-02-10,,,,,False,False,False,False,False,15
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС РЕСУРС""",Юридическое лицо,Малое предприятие,1156676000216,6676003903,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,Туринский р-н,г Туринск,,False,2016-08-01,,,,,False,False,False,False,False,32
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКСЕРВИС""",Юридическое лицо,Среднее предприятие,1067146020743,7111016922,41.20 Строительство жилых и нежилых зданий,71 - Тульская область,Алексинский р-н,г Алексин,,False,2016-08-01,,,,,False,False,False,False,False,
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКТ-ИНЖИНИРИНГ""",Юридическое лицо,Малое предприятие,1037706042747,7706307815,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РМП""",Юридическое лицо,Малое предприятие,1167847270271,7810458095,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,False,False,False,False,False,88
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РМС-ЮГ""",Юридическое лицо,Малое предприятие,1162375046350,2308238240,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,,г Краснодар,,False,2016-11-10,,,,,False,False,False,False,False,24
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РНСК""",Юридическое лицо,Малое предприятие,5187746012801,7714436412,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2019-01-10,,,,,False,False,False,False,False,13
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДНИК""",Юридическое лицо,Малое предприятие,1225000028428,5038163010,41.20 Строительство жилых и нежилых зданий,50 - Московская область,Пушкино г,,,False,2022-04-10,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДНИЧОК""",Юридическое лицо,Малое предприятие,1072320009101,2320151796,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,,г Сочи,,False,2016-08-01,,,,,True,False,False,False,False,67
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДОС""",Юридическое лицо,Малое предприятие,1191690043049,1655418288,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2019-06-10,,,,,False,False,False,False,False,5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОЗДОРСТРОЙ""",Юридическое лицо,Малое предприятие,1151690010450,1656047942,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2016-08-01,,,,,False,False,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОЛ-ГАРАНТ""",Юридическое лицо,Малое предприятие,1043900841753,3908029659,41.20 Строительство жилых и нежилых зданий,39 - Калининградская область,,г Калининград,,False,2016-08-01,,,,,True,False,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОМЕКС""",Юридическое лицо,Малое предприятие,1027402915968,7451064200,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2018-08-10,,,,,True,False,False,False,False,21
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОМСТРОЙ-1""",Юридическое лицо,Малое предприятие,1157746101457,7721283580,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,13
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОНАС""",Юридическое лицо,Малое предприятие,1227700371018,9705172767,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2022-07-10,,,,,False,False,False,False,False,5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОС-НИВА +""",Юридическое лицо,Малое предприятие,1066320202321,6321177480,41.20 Строительство жилых и нежилых зданий,63 - Самарская область,,г Кинель,,False,2016-08-01,,+7(96748)85294,info@rosniva.com,,True,False,False,False,False,18
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСБИЛД""",Юридическое лицо,Малое предприятие,1045404689043,5408229117,41.20 Строительство жилых и нежилых зданий,54 - Новосибирская область,,г Новосибирск,,False,2016-08-01,,,,,False,False,False,False,False,6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСВЕТ""",Юридическое лицо,Малое предприятие,1107530000137,7530012974,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,True,False,False,False,False,10
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСВОЕНСТРОЙ""",Юридическое лицо,Малое предприятие,1067847759870,7842332835,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,True,False,False,False,False,31
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСИТАЛ""",Юридическое лицо,Среднее предприятие,1037700014109,7704097190,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,134
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСКОШНЫЕ ДОМА""",Юридическое лицо,Малое предприятие,1027739539882,7706250870,41.20 Строительство жилых и нежилых зданий,50 - Московская область,Истра г,,д Юрьево,False,2016-08-01,,,,,False,False,False,False,False,26
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТ - Е""",Юридическое лицо,Среднее предприятие,1027739326625,7728127647,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,Марушкинское п,,д Власово,False,2017-08-10,,,,,False,False,False,False,False,6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТ-ЮГ-СТРОЙ",Юридическое лицо,Малое предприятие,1190571012587,554005853,41.20 Строительство жилых и нежилых зданий,05 - Республика Дагестан,,г Каспийск,,False,2019-10-10,,,,,False,False,False,False,False,22
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТ""",Юридическое лицо,Малое предприятие,1142225003601,2225147366,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТЕР""",Юридическое лицо,Малое предприятие,1227700722259,9724106424,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2022-12-10,,,,,False,False,False,False,False,0
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТЕХНОСТРОЙ""",Юридическое лицо,Малое предприятие,1150572002558,572012317,41.20 Строительство жилых и нежилых зданий,05 - Республика Дагестан,,г Махачкала,,False,2016-08-01,,,,,False,False,False,False,False,8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТЕХСТРОЙ""",Юридическое лицо,Малое предприятие,1137847482387,7810403650,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2023-08-10,,,,,True,False,False,False,False,15
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТОВ-ДЕВЕЛОПМЕНТ""",Юридическое лицо,Малое предприятие,1156196041264,6164029673,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2016-08-01,,,,,False,False,False,False,False,8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТОВРЕГИОНСТРОЙ""",Юридическое лицо,Малое предприятие,1156196077685,6164105910,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2016-08-01,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТОВСКАЯ ИНВЕСТИЦИОННАЯ КОМПАНИЯ""",Юридическое лицо,Малое предприятие,1076144000063,6144011773,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2016-08-01,,,,,True,False,False,False,False,14
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТОК""",Юридическое лицо,Малое предприятие,1127746719430,7707784553,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2019-08-10,,,,,False,False,False,False,False,2
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТРОЙ""",Юридическое лицо,Малое предприятие,1191832025989,1841090276,41.20 Строительство жилых и нежилых зданий,18 - Удмуртская Республика,,г Ижевск,,False,2019-12-10,,,,,False,False,False,False,False,39
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТСПЕЦСТРОЙ""",Юридическое лицо,Малое предприятие,1046164020209,6164224530,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2016-08-01,,,,,True,False,False,False,False,31
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТСТРОЙ""",Юридическое лицо,Малое предприятие,1153525009153,3525346935,41.20 Строительство жилых и нежилых зданий,35 - Вологодская область,,г Вологда,,False,2020-08-10,,,,,False,False,False,False,False,0
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТСТРОЙ""",Юридическое лицо,Малое предприятие,1147847011498,7842511320,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,True,False,False,False,False,6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТСТРОЙКОМ-ПК""",Юридическое лицо,Малое предприятие,1186196009911,6165212255,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2018-04-10,,,,,False,False,False,False,False,22
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТСТРОЙКОМПЛЕКТ""",Юридическое лицо,Малое предприятие,1035902202148,5953402033,41.20 Строительство жилых и нежилых зданий,59 - Пермский край,Уинский р-н,,с Уинское,False,2016-08-01,,,,,False,False,False,False,False,23
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТСТРОЙСЕРВИС""",Юридическое лицо,Малое предприятие,1022601957652,2635062758,41.20 Строительство жилых и нежилых зданий,26 - Ставропольский край,,г Ставрополь,,False,2016-08-01,,,,,True,False,False,False,False,119
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТСТРОЙЮГ""",Юридическое лицо,Малое предприятие,1152374000624,2374002494,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,Лабинский р-н,г Лабинск,,False,2016-08-01,,,,,True,False,False,False,False,43
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТТЕХСТРОЙ""",Юридическое лицо,Малое предприятие,1082320004887,2320164900,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,,г Сочи,,False,2016-08-01,,,,,False,False,False,False,False,60
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТТРАНССИГНАЛ""",Юридическое лицо,Малое предприятие,1131513005711,1513044220,41.20 Строительство жилых и нежилых зданий,15 - Республика Северная Осетия - Алания,,г Владикавказ,,False,2016-08-01,,,,,True,False,False,False,False,47
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТЭНЕРГО""",Юридическое лицо,Малое предприятие,1187847111990,7816671990,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2018-05-10,,,,,True,False,False,False,False,15
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСЬ""",Юридическое лицо,Малое предприятие,1156182000787,6155071904,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Шахты,,False,2016-08-01,,,,,False,False,False,False,False,9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОТЕНШТАЙН РУС""",Юридическое лицо,Малое предприятие,1137746828196,7704844170,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОТОНДА""",Юридическое лицо,Малое предприятие,1227700590457,9718202987,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2022-10-10,,,,,False,False,False,False,False,29
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОЯЛ ЭСТЕЙТ""",Юридическое лицо,Малое предприятие,1207700043363,9724003764,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2023-07-10,,,,,False,False,False,False,False,5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РПГ-РЕГИОН""",Юридическое лицо,Малое предприятие,1187746823846,7727392787,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2018-10-10,,,,,False,False,False,False,False,12
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РПК СТРОЙ""",Юридическое лицо,Малое предприятие,1196234006451,6229092838,41.20 Строительство жилых и нежилых зданий,62 - Рязанская область,,г Рязань,,False,2019-05-10,,,,,False,False,False,False,False,8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РПК-СТРОЙ""",Юридическое лицо,Малое предприятие,1192901005428,2983013092,41.20 Строительство жилых и нежилых зданий,83 - Ненецкий автономный округ,,г Нарьян-Мар,,False,2019-06-10,,,,,False,False,False,False,False,0
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РПКЗ""",Юридическое лицо,Малое предприятие,1227800062775,7842203269,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2022-06-10,,,,,False,False,False,False,False,4
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РПС""",Юридическое лицо,Малое предприятие,1186313037525,6320027651,41.20 Строительство жилых и нежилых зданий,63 - Самарская область,,г Тольятти,,False,2018-05-10,,,,,False,False,False,False,False,3
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РР-СИТИ""",Юридическое лицо,Среднее предприятие,1097847259135,7801502492,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2022-07-10,,,,,False,False,False,False,False,39
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РРБГ""",Юридическое лицо,Малое предприятие,1125022001631,5022038991,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Красногорск,,False,2016-08-01,,,,,True,False,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РС ГРУПП""",Юридическое лицо,Малое предприятие,5137746238130,7727823480,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РС ПРОЕКТ""",Юридическое лицо,Малое предприятие,1197746044132,7724463609,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2019-02-10,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСА""",Юридическое лицо,Малое предприятие,1136195000996,6163127773,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2016-08-01,,,,,False,False,False,False,False,8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСБ КОНСТРАКШН""",Юридическое лицо,Малое предприятие,1185027010520,5040155680,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Раменское,,False,2018-06-10,,,,,False,False,False,False,False,43
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК - 2000""",Юридическое лицо,Малое предприятие,1067759255695,7733584529,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,55
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК КОМПЛЕКТ""",Юридическое лицо,Малое предприятие,1153328002321,3328004347,41.20 Строительство жилых и нежилых зданий,33 - Владимирская область,,г Владимир,,False,2016-08-01,,,,,False,False,False,False,False,12
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК-ДОН-СЕРВИС""",Юридическое лицо,Малое предприятие,1146164003688,6164319076,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2016-08-01,,,,,True,False,False,False,False,56
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК""",Юридическое лицо,Малое предприятие,1041000000018,1001150699,41.20 Строительство жилых и нежилых зданий,10 - Республика Карелия,,г Петрозаводск,,False,2016-08-01,,,,,False,False,False,False,False,35
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК""",Юридическое лицо,Малое предприятие,1126195011051,6167109172,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Батайск,,False,2016-08-01,,,,,False,False,False,False,False,9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК""",Юридическое лицо,Малое предприятие,1187746156135,7720414248,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2018-03-10,,,,,False,False,False,False,False,26
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК""",Юридическое лицо,Малое предприятие,5077746262644,7710665683,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,18
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСК""",Юридическое лицо,Малое предприятие,1153702027654,3702125493,41.20 Строительство жилых и нежилых зданий,37 - Ивановская область,,г Иваново,,False,2016-08-01,,,,,False,False,False,False,False,13
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСМ ТРАСТ""",Юридическое лицо,Малое предприятие,5177746329943,7728392684,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2018-01-10,,,,,False,False,False,False,False,7
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСП-ДОМ""",Юридическое лицо,Малое предприятие,1023501248539,3528014977,41.20 Строительство жилых и нежилых зданий,35 - Вологодская область,,г Череповец,,False,2016-08-01,,,,,False,False,False,False,False,47
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСП""",Юридическое лицо,Малое предприятие,1137847382419,7811562123,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,False,False,False,False,False,10
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСУ АРТЕК""",Юридическое лицо,Малое предприятие,1149102035631,9103003708,41.20 Строительство жилых и нежилых зданий,91 - Республика Крым,,г Ялта,пгт Гурзуф,False,2016-08-01,,,,,False,False,False,False,False,11
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСУ № 17""",Юридическое лицо,Малое предприятие,1145476108271,5408310470,41.20 Строительство жилых и нежилых зданий,54 - Новосибирская область,,г Новосибирск,,False,2016-08-01,,,,,False,False,False,False,False,67
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСУ-1""",Юридическое лицо,Малое предприятие,1206900006532,6950240629,41.20 Строительство жилых и нежилых зданий,69 - Тверская область,,г Тверь,,False,2020-07-10,,,,,False,False,False,False,False,19
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСУ-10""",Юридическое лицо,Малое предприятие,1023900595476,3904046910,41.20 Строительство жилых и нежилых зданий,39 - Калининградская область,,г Калининград,,False,2016-08-01,,,,,False,False,False,False,False,8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСУ-14С""",Юридическое лицо,Малое предприятие,1147746108476,7728869416,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Домодедово,,False,2016-08-01,,,,,False,False,False,False,False,32
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСУ-2 ЛС""",Юридическое лицо,Малое предприятие,1074823000471,4826054896,41.20 Строительство жилых и нежилых зданий,48 - Липецкая область,,г Липецк,,False,2016-08-01,,,,,False,False,False,False,False,34
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСУ-8""",Юридическое лицо,Малое предприятие,1199112003100,9102252691,41.20 Строительство жилых и нежилых зданий,91 - Республика Крым,,г Симферополь,,False,2019-03-10,,,,,False,False,False,False,False,19
